1,-3.1878,55.9444,300,-3.18765,55.94414019237887,bound.ends.matter
2,-3.18765,55.94414019237887,300,-3.1875,55.94388038475773,begins.spider.drips
3,-3.1875,55.94388038475773,300,-3.18735,55.9436205771366,shut.stands.media
4,-3.18735,55.9436205771366,50,-3.187157163717094,55.943850390469535,renew.ears.tend
5,-3.187157163717094,55.943850390469535,20,-3.1868752559308584,55.943952996512536,null
6,-3.1868752559308584,55.943952996512536,20,-3.1865933481446227,55.94405560255554,lime.learns.front
7,-3.1865933481446227,55.94405560255554,10,-3.186297905818719,55.94410769700884,null
8,-3.186297905818719,55.94410769700884,80,-3.186245811365419,55.944403139334746,null
9,-3.186245811365419,55.944403139334746,40,-3.186015998032483,55.94459597561765,null
10,-3.186015998032483,55.94459597561765,80,-3.185963903579183,55.94489141794356,null
11,-3.185963903579183,55.94489141794356,80,-3.185911809125883,55.945186860269466,null
12,-3.185911809125883,55.945186860269466,80,-3.185859714672583,55.94548230259537,null
13,-3.185859714672583,55.94548230259537,90,-3.185859714672583,55.945782302595376,null
14,-3.185859714672583,55.945782302595376,80,-3.185807620219283,55.94607774492128,renew.slows.basket
15,-3.185807620219283,55.94607774492128,300,-3.185657620219283,55.94581793730015,shed.desire.muddy
16,-3.185657620219283,55.94581793730015,340,-3.1853757124330473,55.94571533125715,null
17,-3.1853757124330473,55.94571533125715,330,-3.1851159048119118,55.94556533125715,null
18,-3.1851159048119118,55.94556533125715,340,-3.184833997025676,55.94546272521415,null
19,-3.184833997025676,55.94546272521415,330,-3.1845741894045405,55.94531272521415,settle.title.united
20,-3.1845741894045405,55.94531272521415,270,-3.1845741894045405,55.94501272521415,null
21,-3.1845741894045405,55.94501272521415,270,-3.1845741894045405,55.944712725214146,null
22,-3.1845741894045405,55.944712725214146,260,-3.1846262838578405,55.94441728288824,null
23,-3.1846262838578405,55.94441728288824,270,-3.1846262838578405,55.944117282888236,null
24,-3.1846262838578405,55.944117282888236,260,-3.1846783783111405,55.94382184056233,rider.mile.lime
25,-3.1846783783111405,55.94382184056233,230,-3.1848712145940463,55.94359202722939,sentences.sings.modern
26,-3.1848712145940463,55.94359202722939,280,-3.1848191201407463,55.943296584903486,null
27,-3.1848191201407463,55.943296584903486,280,-3.1847670256874463,55.94300114257758,courier.assume.bill
28,-3.1847670256874463,55.94300114257758,180,-3.1850670256874465,55.94300114257758,null
29,-3.1850670256874465,55.94300114257758,170,-3.1853624680133503,55.94305323703088,null
30,-3.1853624680133503,55.94305323703088,180,-3.1856624680133505,55.94305323703088,toned.deflection.bland
31,-3.1856624680133505,55.94305323703088,110,-3.185765074056348,55.94333514481712,null
32,-3.185765074056348,55.94333514481712,100,-3.185817168509648,55.943630587143026,record.sofa.sock
33,-3.185817168509648,55.943630587143026,220,-3.186046981842584,55.94343775086012,null
34,-3.186046981842584,55.94343775086012,220,-3.1862767951755195,55.943244914577214,null
35,-3.1862767951755195,55.943244914577214,140,-3.1865066085084552,55.94343775086012,null
36,-3.1865066085084552,55.94343775086012,200,-3.186788516294691,55.94333514481712,null
37,-3.186788516294691,55.94333514481712,250,-3.1868911223376886,55.94305323703088,null
38,-3.1868911223376886,55.94305323703088,260,-3.1869432167909886,55.942757794704974,strut.river.surely
39,-3.1869432167909886,55.942757794704974,150,-3.187203024412124,55.94290779470497,null
40,-3.187203024412124,55.94290779470497,150,-3.1874628320332596,55.94305779470497,null
41,-3.1874628320332596,55.94305779470497,160,-3.1877447398194954,55.94316040074797,gums.clock.modes
42,-3.1877447398194954,55.94316040074797,190,-3.188040182145399,55.94310830629467,null
43,-3.188040182145399,55.94310830629467,180,-3.1883401821453994,55.94310830629467,null
44,-3.1883401821453994,55.94310830629467,190,-3.188635624471303,55.943056211841366,null
45,-3.188635624471303,55.943056211841366,180,-3.1889356244713034,55.943056211841366,null
46,-3.1889356244713034,55.943056211841366,190,-3.1892310667972072,55.943004117388064,region.passes.pencil
47,-3.1892310667972072,55.943004117388064,170,-3.189526509123111,55.943056211841366,null
48,-3.189526509123111,55.943056211841366,170,-3.189821951449015,55.94310830629467,null
49,-3.189821951449015,55.94310830629467,160,-3.1901038592352506,55.94321091233767,shows.fries.lamp
50,-3.1901038592352506,55.94321091233767,70,-3.190001253192253,55.94349282012391,null
51,-3.190001253192253,55.94349282012391,70,-3.1898986471492554,55.943774727910146,null
52,-3.1898986471492554,55.943774727910146,70,-3.189796041106258,55.944056635696384,cliff.asleep.wedge
53,-3.189796041106258,55.944056635696384,60,-3.1896460411062577,55.94431644331752,null
54,-3.1896460411062577,55.94431644331752,60,-3.1894960411062576,55.94457625093865,null
55,-3.1894960411062576,55.94457625093865,60,-3.1893460411062575,55.94483605855979,null
56,-3.1893460411062575,55.94483605855979,60,-3.1891960411062574,55.94509586618092,number.exist.rate
57,-3.1891960411062574,55.94509586618092,180,-3.1894960411062576,55.94509586618092,null
58,-3.1894960411062576,55.94509586618092,180,-3.189796041106258,55.94509586618092,null
59,-3.189796041106258,55.94509586618092,190,-3.1900914834321616,55.94504377172762,null
60,-3.1900914834321616,55.94504377172762,180,-3.190391483432162,55.94504377172762,null
61,-3.190391483432162,55.94504377172762,190,-3.1906869257580657,55.94499167727432,null
62,-3.1906869257580657,55.94499167727432,180,-3.190986925758066,55.94499167727432,shapes.sheep.nature
63,-3.190986925758066,55.94499167727432,110,-3.1910895318010635,55.945273585060555,null
64,-3.1910895318010635,55.945273585060555,120,-3.1912395318010636,55.94553339268169,skins.engage.best
65,-3.1912395318010636,55.94553339268169,200,-3.1915214395872993,55.94543078663869,null
66,-3.1915214395872993,55.94543078663869,200,-3.191803347373535,55.94532818059569,null
67,-3.191803347373535,55.94532818059569,210,-3.1920631549946705,55.94517818059569,useful.hike.trades
68,-3.1920631549946705,55.94517818059569,300,-3.1919131549946704,55.944918372974556,null
69,-3.1919131549946704,55.944918372974556,300,-3.1917631549946703,55.94465856535342,null
70,-3.1917631549946703,55.94465856535342,300,-3.1916131549946702,55.94439875773229,null
71,-3.1916131549946702,55.94439875773229,300,-3.19146315499467,55.94413895011115,null
72,-3.19146315499467,55.94413895011115,300,-3.19131315499467,55.94387914249002,null
73,-3.19131315499467,55.94387914249002,310,-3.1911203187117643,55.94364932915708,loaf.cheer.slave
74,-3.1911203187117643,55.94364932915708,60,-3.190970318711764,55.94390913677822,null
75,-3.190970318711764,55.94390913677822,50,-3.1907774824288584,55.94413895011115,null
76,-3.1907774824288584,55.94413895011115,60,-3.1906274824288583,55.94439875773229,null
77,-3.1906274824288583,55.94439875773229,50,-3.1904346461459525,55.94462857106522,null
78,-3.1904346461459525,55.94462857106522,60,-3.1902846461459524,55.94488837868636,null
79,-3.1902846461459524,55.94488837868636,50,-3.1900918098630466,55.945118192019294,null
80,-3.1900918098630466,55.945118192019294,60,-3.1899418098630465,55.94537799964043,turkey.limit.ramp
81,-3.1899418098630465,55.94537799964043,90,-3.1899418098630465,55.94567799964043,null
82,-3.1899418098630465,55.94567799964043,90,-3.1899418098630465,55.945977999640434,love.behind.orchestra
